listing_id;description;room_type;price;neighborhood_full;host_name;last_review
29225254;Clever Midtown West 1BR w/ Gym + Doorman by Blueground;Entire home/apt;264 dollars;Manhattan, Hell's Kitchen;Blueground;21/01/2010
29225417;Large UWS 1BR w/ Stunning Gym, Doorman + Rooftop by Blueground;Entire home/apt;244 dollars;Manhattan, Upper West Side;Blueground;21/01/1931
29227369;Artist Penthouse;Entire home/apt;225 dollars;Manhattan, NoHo;Anting;21/03/2008
29228604;2 bedroom CONDO off 5th Ave - BRIGHT and homey;Entire home/apt;280 dollars;Manhattan, East Harlem;Sara And Hila;21/07/2002
29230470;Suite Nest /free street parking+wifi;ENTIRE HOME/APT;200 dollars;Manhattan, Stuyvesant Town;Joe;21/07/2001
29231873;1Master BR in a Brand new apt W/D- By Subway;PRIVATE ROOM;150 dollars;Manhattan, Lower East Side;Orit;21/06/2007
29231876;Penthouse studio- clean, A+ location. Park&Cafe :);entire home/apt;122 dollars;Brooklyn, Greenpoint;Boomer;21/06/1930
29232472;Overnight Bed in Heart of Manhattan for Female;SHARED ROOM;100 dollars;Manhattan, Hell's Kitchen;Demir;21/02/2013
29232662;Charming Apartment with TERRACE!!;Entire home/apt;240 dollars;Manhattan, East Village;N.L.;21/06/2004
29232781;Cozy private room+bathroom in brooklyn!;Private room;46 dollars;Brooklyn, Bushwick;Dedy;21/07/2005
29233046;PRIVATE room w/PARKING included-15Min to LGA&JFK!!;PRIVATE ROOM;49 dollars;Queens, Flushing;Fabian;21/06/1930
29233568;Cozy apartment in PERFECT location!;SHARED ROOM;50 dollars;Queens, Sunnyside;Brenda;21/03/2023
29233640;Gorgeous Big 2 BedRoom Apt in Brooklyn Brownstone;entire home/apt;119 dollars;Brooklyn, Bay Ridge;Ella;21/07/2003
29233981;Williamsburg One Bedroom;Entire home/apt;125 dollars;Brooklyn, Williamsburg;Jessica;21/06/2020
29234766;Sunlit 1 Bedroom in the heart of Park Slope;Entire home/apt;140 dollars;Brooklyn, Park Slope;Samaya;21/06/2027
29236294;Elite Penthouse;Entire home/apt;179 dollars;Manhattan, NoHo;Anting;21/05/2020
29237561;Sunny New York Home in East Village;Entire home/apt;145 dollars;Manhattan, East Village;Vivian;21/06/2009
29237692;Professional Travelers;private room;45 dollars;Brooklyn, Sunset Park;Robert;21/05/2017
29237852;Private room 3 min walking to J train(female only);Private room;90 dollars;Queens, Woodhaven;Viktoriia;21/06/2024
29238286;Greenpoint Apt with a wonderful view !;Entire home/apt;150 dollars;Brooklyn, Greenpoint;Mickael;21/01/2003
29238785;Romantic space at the Upper East side of Manhattan;ENTIRE HOME/APT;135 dollars;Manhattan, Upper East Side;Sasha;21/01/2001
29238906;Garden apartment in historic Brooklyn townhouse.;entire home/apt;135 dollars;Brooklyn, Bedford-Stuyvesant;Jenny;21/07/2007
29242305;Charming Studio in the Heart of Greenwich Village;Entire home/apt;195 dollars;Manhattan, West Village;Savanna;21/06/2011
29242564;Private room 17 mins to Times Square.;Private room;65 dollars;Queens, Astoria;Tim;21/07/2005
29242599;Beautiful brownstone duplex in prime UES location;Entire home/apt;500 dollars;Manhattan, Upper East Side;Anne-Marie;21/06/2028
29243499;Mellow, Stylish Bedroom close to Pratt #1;Private room;60 dollars;Brooklyn, Bedford-Stuyvesant;Jessica;21/05/2024
29245492;Charming White Bedroom close to Pratt #2;Private room;59 dollars;Brooklyn, Bedford-Stuyvesant;Jessica;21/05/2018
29251636;LUXURY Brooklyn Brownstone 1 block from train;Entire home/apt;175 dollars;Brooklyn, Bay Ridge;Eg;21/06/2018
29253322;Female only, Private room,3 min walking to metro J;Private room;90 dollars;Queens, Woodhaven;Viktoriia;21/05/2027
29255501;Private Brooklyn Basement Apartment;Entire home/apt;125 dollars;Brooklyn, Windsor Terrace;Majd;21/05/2026
29256134;Brooklyn Heights contemporary studio apartment;Entire home/apt;88 dollars;Brooklyn, Brooklyn Heights;Scott;21/07/2008
29256229;Crown Heights Urban Royal Penthouse;Entire home/apt;175 dollars;Brooklyn, Crown Heights;Maurice;21/05/2004
29256358;Studio apartment in Sunset park;Entire home/apt;100 dollars;Brooklyn, Borough Park;Boris;21/07/2003
29256706;Brooklyn Room & Driveway;private room;175 dollars;Brooklyn, Flatlands;Colette;21/06/2018
29256787;Academic pad;ENTIRE HOME/APT;121 dollars;Brooklyn, Gowanus;Piro;21/04/2004
29257026;Cozy Private 1 Bedroom in a 2 Bedroom Shared Area;private room;58 dollars;Brooklyn, Canarsie;Terry;21/03/2011
29257038;Soho Gem: A Modern, Zen 1BR in Nolita.;entire home/apt;150 dollars;Manhattan, Little Italy;Renwick;21/06/2008
29258871;Bushwick Apartment with Access to L and M Trains;Private room;35 dollars;Brooklyn, Bushwick;Oliver;21/02/2004
29259463;SPACIOUS/FURNISHED One Bedroom Brooklyn Apartment;entire home/apt;90 dollars;Brooklyn, Williamsburg;Sean;21/07/2005
29259580;Spacious duplex, fits 5, perf midtown location!;Entire home/apt;250 dollars;Manhattan, Midtown;Peter;21/06/2023
29260051;Air B and B at the Grand Old Mansion;Entire home/apt;90 dollars;Brooklyn, Crown Heights;William;21/07/2004
29261640;Cozy&Nice Bedroom in an Apt/NYC Inwood location;Private room;100 dollars;Manhattan, Inwood;Fabricio;21/05/2023
29262039;Beautiful One Bedroom apt. with private rooftop.;ENTIRE HOME/APT;100 dollars;Queens, Forest Hills;Lisette;21/06/2024
29262635;Modern 2 Bedroom, Brooklyn Apt! Amazing Amenities!;Entire home/apt;149 dollars;Brooklyn, Bedford-Stuyvesant;Yngrid;21/07/2007
29264544;Spacious room in downtown 1st Ave 14th St.;Entire home/apt;188 dollars;Manhattan, Stuyvesant Town;Ma;21/05/2026
29269102;Cozy and Convenient;Private room;47 dollars;Brooklyn, East Flatbush;Marvin;21/01/2002
29271438;Quiet, cozy, modern apartment in Bushwick;Private room;110 dollars;Brooklyn, Bushwick;Marta;21/07/2007
29272336;Beautiful Bushwick Oasis;private room;33 dollars;Brooklyn, Bushwick;Danni;21/01/2002
29275537;New Spacious 1BD w/ Private Bathroom Chinatown/LES;Private room;130 dollars;Manhattan, Two Bridges;Molly;21/01/2027
29277029;Charming 1-bedroom in Lower Manhattan;Entire home/apt;230 dollars;Manhattan, Little Italy;Anneka;21/05/2019
29277834;Midtown City &River View~Luxury 3BR/2BA~BalconyGym;ENTIRE HOME/APT;899 dollars;Manhattan, Murray Hill;Motty;21/06/2011
29277979;1 bdr in duplex with terrasse;entire home/apt;130 dollars;Manhattan, East Village;Alexandra;21/06/2007
29278247;Bushwick Loft (must love plants!);Entire home/apt;100 dollars;Brooklyn, Bushwick;Sarah;21/06/2016
29278439;New York Modern Studio;Entire home/apt;150 dollars;Queens, Maspeth;Zhen Zhen;21/07/2002
29280869;LES private bedroom in safe apartment building;private room;66 dollars;Manhattan, Lower East Side;Nora;21/06/2022
29281115;Private Entrance, Boutique Amenities, Zen Vibes;private room;95 dollars;Brooklyn, Greenpoint;Jon;21/06/1930
29281300;NOMAD District Loft Tons of Light;Private room;125 dollars;Manhattan, Midtown;Anthony;21/06/2023
29282185;2MinToTrainsCozyLivingRoomMaimonideLutheranHospita;Shared room;45 dollars;Brooklyn, Sunset Park;Norma-Ester-;21/05/2018
29282847;Spacious Central Park Apartment;Entire home/apt;195 dollars;Manhattan, Harlem;Keziah;21/07/2002
29283634;Bushwick loft with NYC views (entire apt);Entire home/apt;250 dollars;Brooklyn, Williamsburg;Nicholas;21/03/2010
29286653;Cozy, Private Room on Upper East Side;Private room;93 dollars;Manhattan, Upper East Side;Gerta;21/06/1930
29286966;Big 1BR in park adjacent apartment;private room;196 dollars;Brooklyn, Flatbush;Brandy;21/06/2008
29287004;Jackson Heights: Bright and Spacious Apartment;entire home/apt;200 dollars;Queens, Jackson Heights;Jeanpaul;21/07/2003
29295191;Luxury - Jr. 1 Br/High Fl- Rooftop Terrace Access;Entire home/apt;325 dollars;Manhattan, Upper West Side;John;21/06/1930
29295665;NYC Central Park Lux Hotel w/ Brfast & Dinner incl;Private room;350 dollars;Manhattan, Midtown;Allison;21/04/2017
29298335;Artful Williamsburg penthouse with rooftop, big TV;private room;99 dollars;Brooklyn, Greenpoint;Noah;21/06/2029
29299404;Spacious Studio in Historic Neighborhood;Entire home/apt;99 dollars;Manhattan, Upper West Side;Katey;21/06/2029
29299470;Cozy, sunny bedroom in Bed-Stuy;PRIVATE ROOM;40 dollars;Brooklyn, Bedford-Stuyvesant;Emma;21/06/2009
29301424;Entire cozy 1.5 bedroom flat in South Slope!;entire home/apt;90 dollars;Brooklyn, Sunset Park;Kerry;21/05/2027
29303036;Lovely brownstone, priv bath, garden, 15 min nyc!;Private room;98 dollars;Brooklyn, Bedford-Stuyvesant;Maya;21/05/2017
29303639;Your passport to the big apple!;Private room;279 dollars;Manhattan, Midtown;Ricardo;21/04/2021
29304329;Williamsburg Charming 2 Bedrooms/2 full Baths;entire home/apt;249 dollars;Brooklyn, Williamsburg;Ann;21/06/2017
29304334;Peaceful private sunny room in spacious apartment;Private room;85 dollars;Manhattan, Harlem;Amberjade;21/06/2011
29304787;Peaches Paradise 2;Private room;50 dollars;Queens, Springfield Gardens;Claudette;21/07/2006
29305952;Luxury Oceanfront 2BD Suite in Arverne By The Sea;ENTIRE HOME/APT;199 dollars;Queens, Arverne;Veronika;21/07/2007
29306127;Cozy + Artsy Studio Apt in Cypress Hills- Brooklyn;Entire home/apt;70 dollars;Brooklyn, Cypress Hills;Liza + Victor;21/07/2005
29306590;Cozy Room in Brooklyn;private room;65 dollars;Brooklyn, Bushwick;Bo;21/07/2005
29306602;Large Modern Cozy Apartment Close to Train;Entire home/apt;149 dollars;Brooklyn, Crown Heights;Alyssa;21/07/2001
29307957;Charming Creative Corner in Crown Heights;Private room;90 dollars;Brooklyn, Crown Heights;Amer;21/04/2015
29308309;VINTAGE COZY PLACE;Entire home/apt;125 dollars;Manhattan, Harlem;Reina;21/06/2024
29308471;Linden Estates Luxurious 2 bedroom suite;Entire home/apt;105 dollars;Queens, St. Albans;Sherley;21/01/2001
29308781;Designer's Two Floors New Deluxe Apartment in NYC;entire home/apt;82 dollars;Brooklyn, Bay Ridge;Dan & Melisa;21/06/2022
29312347;6MinTrainsCozySmallRMaimonidesLutheranIndustryCity;PRIVATE ROOM;50 dollars;Brooklyn, Sunset Park;Magdalena;21/06/1930
29314737;Private bedroom in a clean charming apartment;Private room;130 dollars;Queens, Astoria;Serdar;21/06/2023
29314975;New York Downtown fourpoints Sheraton;private room;270 dollars;Manhattan, Financial District;Silver;21/05/2019
29316421;Home away from home;Private room;175 dollars;Manhattan, Upper East Side;Mary;21/05/2015
29316878;Cute little room in a large Brooklyn house.;PRIVATE ROOM;45 dollars;Brooklyn, Greenpoint;Harmony;21/06/2009
29317721;Private King Luxury Room - 20 Mins to City;Private room;79 dollars;Brooklyn, Bedford-Stuyvesant;Uchenna;21/06/2002
29320258;Private Room in Prime Bushwick;Private room;70 dollars;Brooklyn, Bushwick;Shoshi;21/02/2017
29328881;Sunny, spacious 1 Bedroom Apt in the East Village;Entire home/apt;240 dollars;Manhattan, East Village;Danielle;21/05/2023
29328939;3 Beds in Private Room 2 - 20 Minutes to Manhattan;Private room;70 dollars;Brooklyn, Bedford-Stuyvesant;Peter;21/06/2023
29329429;2-story Apt in the heart of The Upper West Side!;entire home/apt;199 dollars;Manhattan, Upper West Side;Emily;21/05/2020
29329932;Cozy boho 1-bedroom in brownstone;entire home/apt;135 dollars;Manhattan, Gramercy;Caroline;21/01/2001
29331513;Downtown Manhattan Bedroom!  Top of Fidi/City Hall;Private room;57 dollars;Manhattan, Financial District;Ben;21/05/2009
29331741;Spacious WV studio at the center of everything;Entire home/apt;300 dollars;Manhattan, West Village;Varun;21/06/1930
29332195;Cozy, Zen Studio. Prime Williamsburg location!!!;Entire home/apt;99 dollars;Brooklyn, Greenpoint;Giselle & Charles;21/06/2027
29332969;Huge Apt in EXCELLENT LOCATION - HELLS KITCHEN;Entire home/apt;350 dollars;Manhattan, Hell's Kitchen;Xanthi;21/06/2023
29333330;Convenient, comfy,  and bright;Shared room;40 dollars;Manhattan, Washington Heights;Yael;21/06/2013
29333400;1  bedroom apartment;Entire home/apt;99 dollars;Manhattan, East Harlem;Amir;21/06/2017
29334063;Room in Home with Backyard in Bronx Little Italy;Private room;100 dollars;Bronx, Belmont;Joseph;21/07/2003
29334325;Plant & pet-friendly LOFT in the UWS;Private room;97 dollars;Manhattan, Upper West Side;Melissa;21/03/2018
29336271;San Carlos Hotel One Bedroom Suite - up to  5;private room;425 dollars;Manhattan, Midtown;Janet;21/03/2010
29336346;Luxury and convenience in the center of it all!;entire home/apt;89 dollars;Queens, Astoria;Daniel;21/06/2018
29336922;LUXURY 2BR CONDO APT IN THE HEART OF BROOKLYN;Entire home/apt;150 dollars;Brooklyn, Bath Beach;Kelly;21/01/2002
29337184;J- HOTEL STYLE SHARE ROOM FOR 2PPL FREE WIFI CABLE;SHARED ROOM;30 dollars;Queens, South Ozone Park;Nikole;21/05/2003
29337285;Studio in Prime Williamsburg w/ Private Balcony;ENTIRE HOME/APT;150 dollars;Brooklyn, Williamsburg;Alan;21/07/2002
29337912;Chelsea Apartment;Entire home/apt;225 dollars;Manhattan, Chelsea;Ned;21/06/2024
29338559;Cozy Room for Rent very close to Manhattan;Private room;49 dollars;Queens, Astoria;Jeanny;21/06/2012
29338715;Clean Cozy Getaway--Just 15 Minutes From JFK;Private room;65 dollars;Queens, Cambria Heights;Diana;21/07/2002
29338819;2018 New 2br elevator condo, Ê?ïÊãâÁõõ‰??ÂøÉÊñ?Â§ßÊ•º2Âçß,5ÂàÜÈíümain st;ENTIRE HOME/APT;188 dollars;Queens, Flushing;Brenda;21/06/2024
29339219;Spacious New 1BR in Sunnyside. Parking available!;ENTIRE HOME/APT;155 dollars;Queens, Sunnyside;Ira;21/01/2013
29339310;"""The Dumont"" Event Space";Entire home/apt;300 dollars;Brooklyn, East New York;Terry;21/06/2029
29340021;Home to LGA airport near Manhattan, JFk, Astoria.;ENTIRE HOME/APT;150 dollars;Queens, East Elmhurst;Rumalia;21/06/1930
29341918;Perfect location UWS private room private bath;private room;85 dollars;Manhattan, Upper West Side;Miki;21/04/2013
29342293;Sunny room in Brooklyn;Private room;35 dollars;Brooklyn, Crown Heights;Nathalie;21/01/2003
29344882;Manhattan downtown large modern private room;private room;90 dollars;Manhattan, Two Bridges;Hailey;21/06/1930
29351570;DESIGNER ARTIST 2 BEDROOM APARTMENT . E.V.;ENTIRE HOME/APT;199 dollars;Manhattan, East Village;Alex;21/05/2027
29356635;Spacious Room In Hip Williamsburg;PRIVATE ROOM;75 dollars;Brooklyn, Williamsburg;Diana;21/04/2029
29356679;Private Room that‚Äôs comfortable and convenient;Private room;65 dollars;Queens, Elmhurst;Rafa' S;21/06/1930
29356840;Creative House for Travelers and Other Creatives;Private room;51 dollars;Brooklyn, Bedford-Stuyvesant;Andrea;21/07/2001
29358057;Murray Hill Apt (next to 6 train & near Penn/Bus);Entire home/apt;125 dollars;Manhattan, Kips Bay;Marlena;21/05/2027
29359092;Sweet room;Private room;41 dollars;Queens, Elmhurst;Illias;21/06/2022
29359223;Sunny, clean 2 bedroom;ENTIRE HOME/APT;200 dollars;Brooklyn, Carroll Gardens;Tiffany;21/01/2003
29359338;Cosy bedroom in prime Soho;Private room;250 dollars;Manhattan, SoHo;Julia;21/01/2018
29359403;Cozy Sunny Harlem Studio;Entire home/apt;102 dollars;Manhattan, Harlem;Fabrice;21/06/2019
29359499;Upper East Side alcove studio in doorman building;Entire home/apt;175 dollars;Manhattan, Upper East Side;Robyn;21/05/2020
29360292;COZY ROOM TO CRASH;PRIVATE ROOM;100 dollars;Manhattan, East Village;Chester;21/06/2013
29361344;Spacious and Airy Apt - 20 min to Manhattan!;Entire home/apt;115 dollars;Brooklyn, Gowanus;Jesse;21/01/2006
29362785;Nice, fun,  Brooklyn! Bedroom & private bath;Private room;84 dollars;Brooklyn, Bushwick;Alice;21/06/2003
29364445;Lil A's Place- 60 Seconds to the Train-Location!!;private room;65 dollars;Queens, Astoria;Betty;21/06/2023
29365401;4min subway. Prime locations.  single sofa bed Âçï‰??Èó¥;shared room;40 dollars;Queens, Forest Hills;??;21/05/2029
29365566;Modern Duplex - Central Chelsea!!!;Entire home/apt;599 dollars;Manhattan, Chelsea;David;21/06/2016
29367125;Woodruffe Place;Entire home/apt;225 dollars;Brooklyn, Crown Heights;Deslyn;21/07/2005
29367388;UES private bedroom in shared apartment;Private room;109 dollars;Manhattan, Upper East Side;Geoffrey;21/05/2026
29369079;Celebrity Designer Pied A Terre;entire home/apt;250 dollars;Manhattan, Upper East Side;Julien;21/07/2002
29370077;Large, Bright & Cozy Retreat in Bklyn.;private room;55 dollars;Brooklyn, Crown Heights;Rufina;21/07/2002
29371373;Heart of nyc. Harlem.;entire home/apt;78 dollars;Manhattan, Harlem;Takeis;21/07/2001
29380907;Cozy, Private 1 Bedroom Basement Apartment;entire home/apt;85 dollars;Staten Island, Dongan Hills;Gabrielle;21/06/2024
29381786;La Cabina al Mare;Entire home/apt;65 dollars;Queens, Rockaway Beach;Luca;21/07/2006
29382257;25 min to Manhattan: Bed in quiet apartment;Shared room;35 dollars;Brooklyn, Bedford-Stuyvesant;Anchor;21/05/2019
29383018;Comfort room A in upper west side NY, Columbia;Private room;80 dollars;Manhattan, Morningside Heights;James;21/06/2022
29383019;Sunny room B in upper west side NY, Columbia;Private room;85 dollars;Manhattan, Morningside Heights;James;21/06/2022
29383020;Premier room D in upper west side NY, Columbia;Private room;98 dollars;Manhattan, Morningside Heights;James;21/06/2022
29383021;Cozy room C in upper west side NY, Columbia;Private room;90 dollars;Manhattan, Morningside Heights;James;21/06/2015
29383233;"‚ÄúOne of a kind‚Äù Penthouse 
Áç®‰?ÄÁÑ°‰?åÁöÑÁ¥êÁ¥ÑÈñ£Ê®ì";Entire home/apt;179 dollars;Manhattan, NoHo;Anting;21/05/2026
29384622;Private Sun-Splashed Studio Chelsea;entire home/apt;200 dollars;Manhattan, Chelsea;Casey;21/07/2002
29385308;Brownstone Studio;ENTIRE HOME/APT;130 dollars;Brooklyn, Carroll Gardens;Denise;21/06/2025
29388081;Convenient Private Bed & Bath! 10 mins. to LGA;Private room;75 dollars;Queens, Ditmars Steinway;Janine & Reneé;21/05/2025
29388083;Dream Apt in the heart of  NYC;Entire home/apt;244 dollars;Manhattan, Midtown;San;21/06/2017
29388803;Beautiful room with private bathroom in Town house;Private room;80 dollars;Brooklyn, Crown Heights;William;21/06/2015
29388858;Great Midtown Vibe Spacious Experience in UWS NYC;entire home/apt;180 dollars;Manhattan, Upper West Side;XnL;21/06/2018
29390491;PRIVATE STUDIO APARTMENT- ASTORIA;Entire home/apt;76 dollars;Queens, Astoria;Carlos;21/06/2013
29390506;Spacious furnished 2b1b apt with a big living room;Private room;50 dollars;Bronx, Woodlawn;Rosa;21/01/2021
29391342;Sunlit Cozy Bargain 2 Bedroom in Carroll Gardens;Entire home/apt;78 dollars;Brooklyn, Carroll Gardens;Julia;21/06/2009
29391564;Spacious 1 BR Apartment with Times Square view;Entire home/apt;180 dollars;Manhattan, Midtown;Ferdy;21/07/2007
29391852;Room in heart of Bushwick with private entrance;Private room;65 dollars;Brooklyn, Bushwick;David;21/06/2017
29392426;Cozy Apt x Rent Close to Manhattan;Entire home/apt;110 dollars;Queens, Astoria;Jeanny;21/01/2007
29392681;Cozy Apartment in Upper West Side New York;Entire home/apt;190 dollars;Manhattan, Upper West Side;Sergio;21/07/2001
29393175;Bright Spacious Greenpoint Duplex;Entire home/apt;181 dollars;Brooklyn, Greenpoint;Milosz;21/06/2013
29393371;New york Multi-unit building;Private room;49 dollars;Queens, Jackson Heights;Aracely;21/06/2016
29393457;2 Private Rooms Near Staten Island Ferry;private room;100 dollars;Staten Island, South Beach;Maria;21/05/2026
29393659;Private 2BR house Poyer st- 20 min to Manhattan;entire home/apt;179 dollars;Queens, Elmhurst;Michelle & Lily;21/07/2005
29393808;Cozy 1 bed in amazing NYC location! (Chelsea);Entire home/apt;175 dollars;Manhattan, Chelsea;Katie;21/04/2021
29401472;Large room next to Yankees 20 min from Manhattan;private room;45 dollars;Bronx, Concourse;Kenny;21/06/2025
